from_object,from_layer,to_object,to_layer,package,via
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,C360_Build_LoyaltyOverlay,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,C360_Build_RollingMetrics,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,C360_Publish_Segments,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_APAC_Load_Customer,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_EU_Load_Customer,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_City,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_CustomerCategory,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_CustomerSegment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_Employee,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_ProductCategory,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_Promotion,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_SalesTerritory,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_Salesperson,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_StockItem,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_Supplier,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Load_VendorContract,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_NA_Load_Customer,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DIM_Rekey_LateArriving,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_Customer_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_File_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_InvoiceLine_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_OrderLine_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_Payment_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_Referential_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_Reject_Reprocess,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_Rule_Engine,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_Supplier_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,DQ_Threshold_Gate,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ERR_Handle_PackageFailure,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ERR_Notify_Operations,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ERR_Quarantine_BadFiles,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ERR_Reconcile_RowCounts,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ERR_Retry_FailedSteps,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ERR_Route_RejectedRows,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ApAging,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ApInvoiceHdr,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ApInvoiceLine,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ApPayment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ApPaymentApply,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_CodeTranslation,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_CostCenter,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_Currency,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_CustomerAddress,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_CustomerMaster,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_FxRateDaily,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_Geography,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_GlJournalLine,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_PaymentTerms,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ProductHierarchy,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ProductMaster,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_PurchaseOrderHdr,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_PurchaseOrderLine,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_ReceiptLine,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_SupplierMaster,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_TaxRate,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_ORA_VendorContract,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_Cities,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_CreditNotes,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_CustomerSegments,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_CustomerTransactions,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_InvoiceLines,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_Invoices,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_LoyaltyLedger,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_OrderLines,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_Orders,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_PaymentMethods,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_People,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_Promotions,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_Returns,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_SalesTerritories,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_ShipmentLines,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_Shipments,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_StockItems,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_StockMovements,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_StockTransfers,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_SupplierTransactions,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_TransactionTypes,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,EXT_SQL_WebSessions,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_APAC_Load_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Apply_Corrections,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Dedup_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_EU_Load_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_CreditNote,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_CustomerTransaction,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_DailyInventorySnapshot,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_DailySalesSnapshot,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_GLPosting,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_LoyaltyPoints,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_Movement,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_Order,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_OrderFulfilment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_Payment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_Purchase,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_PurchaseReceipt,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_Return,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_Shipment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_StockHolding,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_SupplierPayment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_SupplierTransaction,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_Transaction,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_Load_WebSession,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FACT_NA_Load_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FIN_Close_PeriodLock,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FIN_Currency_Revaluation,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FIN_Load_ApAging,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FIN_Load_CostAllocation,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FIN_Load_GlPostings,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FIN_Load_WithholdingTax,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,FIN_Reconcile_SubledgerToGl,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ING_FILE_CarrierScan,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ING_FILE_FxOverride,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ING_FILE_PartnerSales_APAC,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ING_FILE_PartnerSales_EU,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ING_FILE_PartnerSales_NA,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ING_FILE_QuarantineMalformed,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,ING_FILE_SupplierCatalog,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,INV_Load_CycleCountVariance,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,INV_Load_DailySnapshot,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,INV_Load_Replenishment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,INV_Load_StockTransfer,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,INV_Reconcile_OnHand,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,MNT_Archive_ProcessedFiles,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,MNT_Check_DiskSpace,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,MNT_Purge_ControlHistory,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,MNT_Purge_StagingHistory,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,MNT_Rebuild_Indexes,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,MNT_Update_Statistics,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,MNT_Validate_Configuration,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,PRC_Export_SupplierStatement,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,PRC_Load_ContractCompliance,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,PRC_Load_PurchaseSpend,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,PRC_Load_ReceiptMatching,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,PRC_Load_SupplierScorecard,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_Carrier,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_CodeTranslation,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_CostCenter,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_Currency,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_DateDimension,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_Geography,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_LoyaltyTier,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_PaymentMethod,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_PaymentTerms,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_ReturnReason,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_SalesChannel,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_TransactionType,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_UnknownMembers,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,REF_Load_WarehouseSite,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,SLS_APAC_Load_Commission,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,SLS_EU_Load_Commission,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,SLS_Export_PartnerFeed,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,SLS_Load_PromotionRedemption,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,SLS_Load_QuotaAttainment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,SLS_NA_Load_Commission,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_ApInvoice,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_CostCenter,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Currency,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Customer,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_CustomerAddress,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Employee,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Geography,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_GlJournal,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_LoyaltyLedger,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Order,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_PartnerSale,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Payment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Product,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_PromotionAndTerritory,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_PurchaseOrder,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_ReturnAndCredit,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Sale,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Shipment,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_StockItem,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_StockMovement,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_Supplier,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_TaxAndTerms,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_VendorContract,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Load_WebSession,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Work_CustomerDedup,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Work_InventoryPosition,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Work_PaymentMatch,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.ERRORLOG,control-table,STG_Work_ProductCrosswalk,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.OPERATORNOTIFICATION,etl-control,MNT_Validate_Configuration,direct
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Publish_ReportingLayer,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_Customer360,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_CustomerRolling12Month,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_DailyInventoryHealth,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_DailySalesSummary,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_DeliveryPerformanceSummary,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_FinanceCloseSummary,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_MonthlyMarginAnalysis,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_MonthlySalesSummary,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_ProductPerformance,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_PromotionEffectiveness,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_RegionalSalesPerformance,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,AGG_Refresh_SupplierPerformance,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,C360_Build_ChurnFlags,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,C360_Build_CustomerProfile,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,C360_Build_LoyaltyOverlay,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,C360_Build_RollingMetrics,proc:ETL.USP_LOGPACKAGEEND
ETL.CONFIGURATION,control-table,ETL.PACKAGEEXECUTION,control-table,C360_Publish_Segments,proc:ETL.USP_LOGPACKAGEEND
